
Name : xyz1st0 Mua đồ shinwa  || Time : 2022-08-08 00:25:58 || Giá mua :200000000|| Item mua :436 || Số lượng mua :2 
Name : kieungao Mua đồ shinwa  || Time : 2022-08-08 13:22:50 || Giá mua :5000000|| Item mua :442 || Số lượng mua :1 

Name : jannda Mua đồ shinwa  || Time : 2022-08-08 13:23:53 || Giá mua :190000000|| Item mua :524 || Số lượng mua :1 

Name : tablusma Mua đồ shinwa  || Time : 2022-08-08 13:26:19 || Giá mua :5000000|| Item mua :488 || Số lượng mua :1 

Name : tablusma Mua đồ shinwa  || Time : 2022-08-08 13:28:50 || Giá mua :50000000|| Item mua :585 || Số lượng mua :1 

Name : tablusma Mua đồ shinwa  || Time : 2022-08-08 13:29:43 || Giá mua :50000000|| Item mua :587 || Số lượng mua :1 

Name : tablusma Mua đồ shinwa  || Time : 2022-08-08 13:34:42 || Giá mua :5000000|| Item mua :488 || Số lượng mua :1 

Name : tablusma Mua đồ shinwa  || Time : 2022-08-08 13:36:01 || Giá mua :5000000|| Item mua :486 || Số lượng mua :1 

Name : zenzet Mua đồ shinwa  || Time : 2022-08-08 13:44:52 || Giá mua :10000000|| Item mua :524 || Số lượng mua :1 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 13:57:20 || Giá mua :200000000|| Item mua :455 || Số lượng mua :415 

Name : melatrumsv Mua đồ shinwa  || Time : 2022-08-08 13:57:39 || Giá mua :30000000|| Item mua :584 || Số lượng mua :3 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 13:59:43 || Giá mua :999999999|| Item mua :639 || Số lượng mua :6022 

Name : melatrumsv Mua đồ shinwa  || Time : 2022-08-08 13:59:44 || Giá mua :20000000|| Item mua :584 || Số lượng mua :2 

Name : kieungao Mua đồ shinwa  || Time : 2022-08-08 14:02:30 || Giá mua :5000000|| Item mua :587 || Số lượng mua :1 

Name : kieungao Mua đồ shinwa  || Time : 2022-08-08 14:02:46 || Giá mua :50000000|| Item mua :587 || Số lượng mua :4 

Name : xyeuemx Mua đồ shinwa  || Time : 2022-08-08 14:03:17 || Giá mua :1000000|| Item mua :524 || Số lượng mua :1 

Name : kieungao Mua đồ shinwa  || Time : 2022-08-08 14:04:14 || Giá mua :30000000|| Item mua :587 || Số lượng mua :1 

Name : xyeuemx Mua đồ shinwa  || Time : 2022-08-08 14:04:15 || Giá mua :10000000|| Item mua :584 || Số lượng mua :1 

Name : kieungao Mua đồ shinwa  || Time : 2022-08-08 14:05:47 || Giá mua :500000|| Item mua :283 || Số lượng mua :1 

Name : xyeuemx1 Mua đồ shinwa  || Time : 2022-08-08 14:08:43 || Giá mua :39999999|| Item mua :487 || Số lượng mua :1 

Name : xyeuemx1 Mua đồ shinwa  || Time : 2022-08-08 14:09:26 || Giá mua :39000000|| Item mua :439 || Số lượng mua :1 

Name : moondes Mua đồ shinwa  || Time : 2022-08-08 14:11:08 || Giá mua :600000000|| Item mua :587 || Số lượng mua :1 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 14:12:20 || Giá mua :999999999|| Item mua :638 || Số lượng mua :28665 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 14:12:31 || Giá mua :999999999|| Item mua :642 || Số lượng mua :40084 

Name : moondes Mua đồ shinwa  || Time : 2022-08-08 14:18:36 || Giá mua :30000000|| Item mua :587 || Số lượng mua :2 

Name : xyeuemx1 Mua đồ shinwa  || Time : 2022-08-08 14:19:32 || Giá mua :5000000|| Item mua :489 || Số lượng mua :1 

Name : hsjdjdb Mua đồ shinwa  || Time : 2022-08-08 14:20:09 || Giá mua :50000000|| Item mua :587 || Số lượng mua :1 

Name : xyeuemx1 Mua đồ shinwa  || Time : 2022-08-08 14:20:46 || Giá mua :5000000|| Item mua :441 || Số lượng mua :1 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 14:21:23 || Giá mua :150000000|| Item mua :456 || Số lượng mua :204 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 14:22:18 || Giá mua :5000000|| Item mua :441 || Số lượng mua :1 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 14:22:56 || Giá mua :10000000|| Item mua :489 || Số lượng mua :1 

Name : xyeuemx1 Mua đồ shinwa  || Time : 2022-08-08 14:23:41 || Giá mua :5000000|| Item mua :439 || Số lượng mua :1 

Name : bhnmnn Mua đồ shinwa  || Time : 2022-08-08 14:25:33 || Giá mua :20000000|| Item mua :587 || Số lượng mua :2 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 14:30:10 || Giá mua :750000000|| Item mua :454 || Số lượng mua :15 

Name : vipkoanhem Mua đồ shinwa  || Time : 2022-08-08 14:30:48 || Giá mua :10000000|| Item mua :838 || Số lượng mua :1 

Name : xyeuemx Mua đồ shinwa  || Time : 2022-08-08 14:39:21 || Giá mua :40000000|| Item mua :439 || Số lượng mua :1 

Name : xyeuemx Mua đồ shinwa  || Time : 2022-08-08 14:51:53 || Giá mua :5000000|| Item mua :439 || Số lượng mua :1 

Name : xyeuemx Mua đồ shinwa  || Time : 2022-08-08 14:52:44 || Giá mua :5000000|| Item mua :441 || Số lượng mua :1 

Name : xyeuemx Mua đồ shinwa  || Time : 2022-08-08 14:53:28 || Giá mua :5000000|| Item mua :487 || Số lượng mua :1 

Name : concubebe Mua đồ shinwa  || Time : 2022-08-08 15:01:23 || Giá mua :5000000|| Item mua :486 || Số lượng mua :1 

Name : concubebe Mua đồ shinwa  || Time : 2022-08-08 15:05:28 || Giá mua :50000000|| Item mua :843 || Số lượng mua :1 

Name : blackgoku Mua đồ shinwa  || Time : 2022-08-08 15:07:30 || Giá mua :44444444|| Item mua :778 || Số lượng mua :391 

Name : bhnmnn Mua đồ shinwa  || Time : 2022-08-08 15:16:58 || Giá mua :5000000|| Item mua :585 || Số lượng mua :1 

Name : hsjdjdb Mua đồ shinwa  || Time : 2022-08-08 15:20:05 || Giá mua :25000000|| Item mua :585 || Số lượng mua :1 

Name : zkatwt Mua đồ shinwa  || Time : 2022-08-08 15:48:49 || Giá mua :5000|| Item mua :456 || Số lượng mua :1 

Name : zkatwt Mua đồ shinwa  || Time : 2022-08-08 15:49:03 || Giá mua :5000|| Item mua :456 || Số lượng mua :1 

Name : zkatwt Mua đồ shinwa  || Time : 2022-08-08 15:49:41 || Giá mua :5000|| Item mua :456 || Số lượng mua :1 

Name : kanekiwua Mua đồ shinwa  || Time : 2022-08-08 15:51:09 || Giá mua :30000000|| Item mua :587 || Số lượng mua :1 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 15:52:27 || Giá mua :20000000|| Item mua :587 || Số lượng mua :1 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 15:52:51 || Giá mua :20000000|| Item mua :587 || Số lượng mua :1 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 15:53:39 || Giá mua :10000000|| Item mua :524 || Số lượng mua :1 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 15:54:15 || Giá mua :30000000|| Item mua :587 || Số lượng mua :1 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 15:54:33 || Giá mua :30000000|| Item mua :587 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 15:56:06 || Giá mua :100000000|| Item mua :639 || Số lượng mua :1154 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 15:56:33 || Giá mua :100000000|| Item mua :641 || Số lượng mua :1319 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 15:56:53 || Giá mua :100000000|| Item mua :642 || Số lượng mua :1405 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 15:57:10 || Giá mua :100000000|| Item mua :638 || Số lượng mua :1285 

Name : trumtieu Mua đồ shinwa  || Time : 2022-08-08 15:59:35 || Giá mua :20000000|| Item mua :584 || Số lượng mua :5 

Name : cugold9999 Mua đồ shinwa  || Time : 2022-08-08 16:04:13 || Giá mua :50000000|| Item mua :829 || Số lượng mua :1 

Name : argaka Mua đồ shinwa  || Time : 2022-08-08 16:13:14 || Giá mua :5000000|| Item mua :584 || Số lượng mua :1 

Name : succanar Mua đồ shinwa  || Time : 2022-08-08 16:18:17 || Giá mua :79000000|| Item mua :588 || Số lượng mua :1 

Name : hsjdjdb Mua đồ shinwa  || Time : 2022-08-08 16:24:59 || Giá mua :4800555|| Item mua :524 || Số lượng mua :1 

Name : vipnhatsv Mua đồ shinwa  || Time : 2022-08-08 16:26:35 || Giá mua :90000000|| Item mua :829 || Số lượng mua :1 

Name : huybede Mua đồ shinwa  || Time : 2022-08-08 16:27:56 || Giá mua :4000000|| Item mua :507 || Số lượng mua :1 

Name : huybede Mua đồ shinwa  || Time : 2022-08-08 16:43:25 || Giá mua :5000000|| Item mua :501 || Số lượng mua :1 

Name : huybede Mua đồ shinwa  || Time : 2022-08-08 16:45:42 || Giá mua :4000888|| Item mua :443 || Số lượng mua :1 

Name : huybede Mua đồ shinwa  || Time : 2022-08-08 16:45:59 || Giá mua :4000888|| Item mua :524 || Số lượng mua :1 

Name : quydo1221 Mua đồ shinwa  || Time : 2022-08-08 17:18:30 || Giá mua :1000000|| Item mua :524 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 17:29:49 || Giá mua :80000000|| Item mua :384 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:29:57 || Giá mua :20000000|| Item mua :383 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:42:01 || Giá mua :50000000|| Item mua :647 || Số lượng mua :200 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:43:24 || Giá mua :10000000|| Item mua :601 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:44:07 || Giá mua :20000000|| Item mua :383 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:46:00 || Giá mua :20000000|| Item mua :383 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:46:35 || Giá mua :2000000|| Item mua :383 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:47:05 || Giá mua :50000000|| Item mua :647 || Số lượng mua :200 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 17:49:54 || Giá mua :30000000|| Item mua :486 || Số lượng mua :1 

Name : shopee Mua đồ shinwa  || Time : 2022-08-08 17:56:54 || Giá mua :1000000|| Item mua :439 || Số lượng mua :1 

Name : shopee Mua đồ shinwa  || Time : 2022-08-08 17:58:20 || Giá mua :5000000|| Item mua :441 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:02:47 || Giá mua :30000000|| Item mua :487 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 18:03:14 || Giá mua :90000000|| Item mua :829 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:04:29 || Giá mua :5000000|| Item mua :439 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 18:07:42 || Giá mua :20000000|| Item mua :383 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:10:50 || Giá mua :20000000|| Item mua :439 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:12:11 || Giá mua :30000000|| Item mua :441 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:15:15 || Giá mua :30000000|| Item mua :442 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:16:10 || Giá mua :5000000|| Item mua :283 || Số lượng mua :1 

Name : tairaxiu Mua đồ shinwa  || Time : 2022-08-08 18:16:50 || Giá mua :50000000|| Item mua :488 || Số lượng mua :1 

Name : anhthuong Mua đồ shinwa  || Time : 2022-08-08 18:47:27 || Giá mua :10000000|| Item mua :535 || Số lượng mua :1 

Name : anhthuong Mua đồ shinwa  || Time : 2022-08-08 18:56:47 || Giá mua :45678910|| Item mua :780 || Số lượng mua :113 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:14:13 || Giá mua :100000|| Item mua :443 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:14:23 || Giá mua :100000|| Item mua :443 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:15:32 || Giá mua :5000000|| Item mua :524 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:15:46 || Giá mua :5000000|| Item mua :524 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:16:42 || Giá mua :10000000|| Item mua :524 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:16:53 || Giá mua :10000000|| Item mua :524 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 19:17:07 || Giá mua :10000000|| Item mua :524 || Số lượng mua :1 

Name : cancabando Mua đồ shinwa  || Time : 2022-08-08 19:33:08 || Giá mua :500000|| Item mua :443 || Số lượng mua :1 

Name : shopee Mua đồ shinwa  || Time : 2022-08-08 19:34:34 || Giá mua :5000000|| Item mua :487 || Số lượng mua :1 

Name : huyenthoai Mua đồ shinwa  || Time : 2022-08-08 19:47:58 || Giá mua :5000|| Item mua :485 || Số lượng mua :1 

Name : huyenthoai Mua đồ shinwa  || Time : 2022-08-08 19:48:22 || Giá mua :10000|| Item mua :485 || Số lượng mua :1 

Name : sunosama Mua đồ shinwa  || Time : 2022-08-08 19:55:47 || Giá mua :4000888|| Item mua :443 || Số lượng mua :1 

Name : sunosama Mua đồ shinwa  || Time : 2022-08-08 19:55:55 || Giá mua :4000888|| Item mua :443 || Số lượng mua :1 

Name : anhthuong Mua đồ shinwa  || Time : 2022-08-08 20:02:14 || Giá mua :80000000|| Item mua :584 || Số lượng mua :8 

Name : sunosama Mua đồ shinwa  || Time : 2022-08-08 20:06:24 || Giá mua :200000|| Item mua :584 || Số lượng mua :9 

Name : sunosama Mua đồ shinwa  || Time : 2022-08-08 20:07:46 || Giá mua :22222222|| Item mua :843 || Số lượng mua :1 

Name : melatrumsv Mua đồ shinwa  || Time : 2022-08-08 20:29:02 || Giá mua :50000000|| Item mua :647 || Số lượng mua :100 

Name : melatrumsv Mua đồ shinwa  || Time : 2022-08-08 20:31:16 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : melatrumsv Mua đồ shinwa  || Time : 2022-08-08 20:31:45 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 21:05:06 || Giá mua :55555555|| Item mua :829 || Số lượng mua :1 

Name : bocanhet Mua đồ shinwa  || Time : 2022-08-08 21:12:47 || Giá mua :100000000|| Item mua :829 || Số lượng mua :1 

Name : 2tay2em Mua đồ shinwa  || Time : 2022-08-08 21:44:59 || Giá mua :20000000|| Item mua :584 || Số lượng mua :2 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 21:47:44 || Giá mua :500000|| Item mua :545 || Số lượng mua :1 

Name : 2tay2em Mua đồ shinwa  || Time : 2022-08-08 21:48:27 || Giá mua :20000000|| Item mua :584 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 21:51:06 || Giá mua :500000|| Item mua :545 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 21:59:52 || Giá mua :500000|| Item mua :545 || Số lượng mua :1 

Name : longthaitu Mua đồ shinwa  || Time : 2022-08-08 21:59:55 || Giá mua :500000|| Item mua :545 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:28:26 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:28:52 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:29:16 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:29:36 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:29:59 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:31:25 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:31:53 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:32:19 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:32:58 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:33:17 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:33:53 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:34:15 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:34:32 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : tieukodieu Mua đồ shinwa  || Time : 2022-08-08 22:34:53 || Giá mua :50000000|| Item mua :384 || Số lượng mua :1 

Name : 4giay1st Mua đồ shinwa  || Time : 2022-08-08 22:38:08 || Giá mua :20000000|| Item mua :588 || Số lượng mua :1 

Name : 4giay1st Mua đồ shinwa  || Time : 2022-08-08 22:38:41 || Giá mua :20000000|| Item mua :585 || Số lượng mua :1 

Name : feegjyt Mua đồ shinwa  || Time : 2022-08-08 22:42:27 || Giá mua :10000000|| Item mua :587 || Số lượng mua :1 

Name : kmhajj Mua đồ shinwa  || Time : 2022-08-08 22:43:10 || Giá mua :600000000|| Item mua :8 || Số lượng mua :1 

Name : kmhaja Mua đồ shinwa  || Time : 2022-08-08 22:45:11 || Giá mua :600000000|| Item mua :4 || Số lượng mua :1 

Name : feegjyt Mua đồ shinwa  || Time : 2022-08-08 22:46:00 || Giá mua :5000000|| Item mua :584 || Số lượng mua :1 

Name : feegjyt Mua đồ shinwa  || Time : 2022-08-08 22:48:16 || Giá mua :15000000|| Item mua :587 || Số lượng mua :3 

Name : quanoanhdz Mua đồ shinwa  || Time : 2022-08-08 22:49:54 || Giá mua :10000000|| Item mua :584 || Số lượng mua :1 

Name : quanoanhdz Mua đồ shinwa  || Time : 2022-08-08 22:52:00 || Giá mua :59000000|| Item mua :587 || Số lượng mua :1 

Name : quanoanhdz Mua đồ shinwa  || Time : 2022-08-08 22:53:03 || Giá mua :59000000|| Item mua :587 || Số lượng mua :1 

Name : quanoanhdz Mua đồ shinwa  || Time : 2022-08-08 23:00:08 || Giá mua :55555555|| Item mua :829 || Số lượng mua :1 

Name : xyeuemx2 Mua đồ shinwa  || Time : 2022-08-08 23:01:41 || Giá mua :500000000|| Item mua :907 || Số lượng mua :1 

Name : hxjshd Mua đồ shinwa  || Time : 2022-08-08 23:02:40 || Giá mua :5000000|| Item mua :509 || Số lượng mua :1 

Name : quanoanhdz Mua đồ shinwa  || Time : 2022-08-08 23:02:42 || Giá mua :50000000|| Item mua :587 || Số lượng mua :1 

Name : quanoanhdz Mua đồ shinwa  || Time : 2022-08-08 23:05:52 || Giá mua :50000000|| Item mua :587 || Số lượng mua :1 

Name : 0o48tvho0 Mua đồ shinwa  || Time : 2022-08-08 23:12:12 || Giá mua :5000|| Item mua :456 || Số lượng mua :35 

Name : mggmpm Mua đồ shinwa  || Time : 2022-08-08 23:39:47 || Giá mua :10000000|| Item mua :585 || Số lượng mua :1 

Name : mggmpm Mua đồ shinwa  || Time : 2022-08-08 23:42:08 || Giá mua :10000000|| Item mua :584 || Số lượng mua :4 

Name : mggmpm Mua đồ shinwa  || Time : 2022-08-08 23:42:52 || Giá mua :10000000|| Item mua :584 || Số lượng mua :5 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 23:45:21 || Giá mua :100000000|| Item mua :987 || Số lượng mua :1670 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 23:45:49 || Giá mua :20000000|| Item mua :456 || Số lượng mua :36 

Name : emcute Mua đồ shinwa  || Time : 2022-08-08 23:46:20 || Giá mua :15000000|| Item mua :455 || Số lượng mua :50 

Name : mggmpm Mua đồ shinwa  || Time : 2022-08-08 23:48:58 || Giá mua :7000000|| Item mua :584 || Số lượng mua :1 

Name : mggmpm Mua đồ shinwa  || Time : 2022-08-08 23:55:34 || Giá mua :20000000|| Item mua :584 || Số lượng mua :5 
