
Name : adadad giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 00:06:01 || Item chuyển : [907 Số lượng : 114;641 Số lượng : 287;639 Số lượng : 267;770 Số lượng : 487;987 Số lượng : 277;638 Số lượng : 263;642 Số lượng : 245;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0
Name : player giao dịch với samurai || Time : 2022-11-06 13:43:13 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[638 Số lượng : 473;1001 Số lượng : 447;639 Số lượng : 468;987 Số lượng : 489;1002 Số lượng : 418;] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 13:44:04 || Item chuyển : [907 Số lượng : 45;999 Số lượng : 460;769 Số lượng : 133;1001 Số lượng : 490;770 Số lượng : 142;987 Số lượng : 535;598 Số lượng : 443;603 Số lượng : 146;642 Số lượng : 508;998 Số lượng : 435;638 Số lượng : 491;1000 Số lượng : 430;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 13:44:04 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 45;999 Số lượng : 460;769 Số lượng : 133;1001 Số lượng : 490;770 Số lượng : 142;987 Số lượng : 535;598 Số lượng : 443;603 Số lượng : 146;642 Số lượng : 508;998 Số lượng : 435;638 Số lượng : 491;1000 Số lượng : 430;] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 13:44:41 || Item chuyển : [997 Số lượng : 449;639 Số lượng : 556;1002 Số lượng : 483;641 Số lượng : 533;996 Số lượng : 427;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 13:44:41 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[997 Số lượng : 449;639 Số lượng : 556;1002 Số lượng : 483;641 Số lượng : 533;996 Số lượng : 427;] Xu nhận :0

Name : admin7 giao dịch với kizmad || Time : 2022-11-06 14:49:50 || Item chuyển : [770 Số lượng : 40000;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với admin7 || Time : 2022-11-06 14:49:50 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 40000;] Xu nhận :0

Name : kizmad giao dịch với admin7 || Time : 2022-11-06 14:50:48 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 770 Số lượng : 40000; ] Xu nhận :0

Name : admin7 giao dịch với kizmad || Time : 2022-11-06 14:50:48 || Item chuyển : [ 770 Số lượng : 40000; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : nakiro giao dịch với admin7 || Time : 2022-11-06 15:13:09 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 770 Số lượng : 40000; ] Xu nhận :0

Name : admin7 giao dịch với nakiro || Time : 2022-11-06 15:13:09 || Item chuyển : [ 770 Số lượng : 40000; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : admin7 giao dịch với kizmad || Time : 2022-11-06 15:14:37 || Item chuyển : [770 Số lượng : 40000;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với admin7 || Time : 2022-11-06 15:14:37 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 40000;] Xu nhận :0

Name : kizmad giao dịch với mikaro || Time : 2022-11-06 15:44:10 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 109;  454 Số lượng : 63; ] Xu nhận :0

Name : mikaro giao dịch với kizmad || Time : 2022-11-06 15:44:10 || Item chuyển : [ 907 Số lượng : 109;  454 Số lượng : 63; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : nakiro giao dịch với kizmad || Time : 2022-11-06 15:47:43 || Item chuyển : [770 Số lượng : 40000;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với nakiro || Time : 2022-11-06 15:47:43 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 40000;] Xu nhận :0

Name : kunai10x giao dịch với l3oy81love || Time : 2022-11-06 17:08:05 || Item chuyển : [770 Số lượng : 2653;907 Số lượng : 1120;603 Số lượng : 197;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với kunai10x || Time : 2022-11-06 17:08:05 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 2653;907 Số lượng : 1120;603 Số lượng : 197;] Xu nhận :0

Name : l3oy81l0v3 giao dịch với l3oy81love || Time : 2022-11-06 17:08:47 || Item chuyển : [770 Số lượng : 6302;907 Số lượng : 1161;603 Số lượng : 172;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với l3oy81l0v3 || Time : 2022-11-06 17:08:47 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 6302;907 Số lượng : 1161;603 Số lượng : 172;] Xu nhận :0

Name : kiyoshi giao dịch với l3oy81love || Time : 2022-11-06 17:10:02 || Item chuyển : [770 Số lượng : 6042;454 Số lượng : 300;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với kiyoshi || Time : 2022-11-06 17:10:02 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 6042;454 Số lượng : 300;] Xu nhận :0

Name : langson2 giao dịch với langson || Time : 2022-11-06 18:27:26 || Item chuyển : [987 Số lượng : 1509;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với langson2 || Time : 2022-11-06 18:27:26 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[987 Số lượng : 1509;] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 19:35:27 || Item chuyển : [1009 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 19:35:27 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1009 Số lượng : 1;] Xu nhận :0

Name : hellokittyz giao dịch với hahahahs || Time : 2022-11-06 19:35:33 || Item chuyển : [1012 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hahahahs giao dịch với hellokittyz || Time : 2022-11-06 19:35:33 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1012 Số lượng : 1;] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 19:36:20 || Item chuyển : [1010 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 19:36:20 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1010 Số lượng : 1;] Xu nhận :0

Name : hellokittyz giao dịch với thanksst || Time : 2022-11-06 19:37:05 || Item chuyển : [1014 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : thanksst giao dịch với hellokittyz || Time : 2022-11-06 19:37:05 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1014 Số lượng : 1;] Xu nhận :0

Name : l3oy81love giao dịch với kiyoshi || Time : 2022-11-06 19:39:17 || Item chuyển : [1013 Số lượng : 1;1009 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kiyoshi giao dịch với l3oy81love || Time : 2022-11-06 19:39:17 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1013 Số lượng : 1;1009 Số lượng : 1;] Xu nhận :0

Name : kiyoshi giao dịch với l3oy81love || Time : 2022-11-06 19:40:42 || Item chuyển : [1013 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với kiyoshi || Time : 2022-11-06 19:40:42 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1013 Số lượng : 1;] Xu nhận :0

Name : kunai10x giao dịch với l3oy81love || Time : 2022-11-06 19:44:51 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 1013 Số lượng : 1;  1009 Số lượng : 1; ] Xu nhận :0

Name : l3oy81love giao dịch với kunai10x || Time : 2022-11-06 19:44:51 || Item chuyển : [ 1013 Số lượng : 1;  1009 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kunai10x giao dịch với l3oy81love || Time : 2022-11-06 19:45:35 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 584 Số lượng : 1; ] Xu nhận :0

Name : l3oy81love giao dịch với kunai10x || Time : 2022-11-06 19:45:35 || Item chuyển : [ 584 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với l3oy81l0v3 || Time : 2022-11-06 19:47:40 || Item chuyển : [1010 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81l0v3 giao dịch với l3oy81love || Time : 2022-11-06 19:47:40 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1010 Số lượng : 1;] Xu nhận :0

Name : flosama giao dịch với samurai || Time : 2022-11-06 19:47:40 || Item chuyển : [907 Số lượng : 85;603 Số lượng : 276;1002 Số lượng : 791;999 Số lượng : 806;996 Số lượng : 739;997 Số lượng : 804;1000 Số lượng : 840;1001 Số lượng : 805;770 Số lượng : 224;998 Số lượng : 751;598 Số lượng : 773;769 Số lượng : 213;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : samurai giao dịch với flosama || Time : 2022-11-06 19:47:40 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 85;603 Số lượng : 276;1002 Số lượng : 791;999 Số lượng : 806;996 Số lượng : 739;997 Số lượng : 804;1000 Số lượng : 840;1001 Số lượng : 805;770 Số lượng : 224;998 Số lượng : 751;598 Số lượng : 773;769 Số lượng : 213;] Xu nhận :0

Name : l3oy81love giao dịch với l3oy81l0v3 || Time : 2022-11-06 19:47:58 || Item chuyển : [584 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81l0v3 giao dịch với l3oy81love || Time : 2022-11-06 19:47:58 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[584 Số lượng : 1;] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 19:48:15 || Item chuyển : [1002 Số lượng : 1468;999 Số lượng : 1485;996 Số lượng : 1428;1000 Số lượng : 1494;998 Số lượng : 1391;1001 Số lượng : 1515;997 Số lượng : 1467;603 Số lượng : 519;598 Số lượng : 1489;907 Số lượng : 167;770 Số lượng : 431;769 Số lượng : 405;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 19:48:15 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1002 Số lượng : 1468;999 Số lượng : 1485;996 Số lượng : 1428;1000 Số lượng : 1494;998 Số lượng : 1391;1001 Số lượng : 1515;997 Số lượng : 1467;603 Số lượng : 519;598 Số lượng : 1489;907 Số lượng : 167;770 Số lượng : 431;769 Số lượng : 405;] Xu nhận :0

Name : topsever giao dịch với l3oy81love || Time : 2022-11-06 19:50:57 || Item chuyển : [770 Số lượng : 2367;647 Số lượng : 6250;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với topsever || Time : 2022-11-06 19:50:57 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 2367;647 Số lượng : 6250;] Xu nhận :0

Name : yyyyyy giao dịch với langson || Time : 2022-11-06 20:03:40 || Item chuyển : [181 Số lượng : 1;194 Số lượng : 1;443 Số lượng : 1;201 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với yyyyyy || Time : 2022-11-06 20:03:40 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[181 Số lượng : 1;194 Số lượng : 1;443 Số lượng : 1;201 Số lượng : 1;] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 20:20:44 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :300000000

Name : flosama giao dịch với player || Time : 2022-11-06 20:20:44 || Item chuyển : [] Xu giao dịch :300000000 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 20:25:19 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 999 Số lượng : 66;  1002 Số lượng : 89;  1001 Số lượng : 78;  996 Số lượng : 87;  1000 Số lượng : 73;  997 Số lượng : 94;  998 Số lượng : 88;  770 Số lượng : 21; ] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 20:25:19 || Item chuyển : [ 999 Số lượng : 66;  1002 Số lượng : 89;  1001 Số lượng : 78;  996 Số lượng : 87;  1000 Số lượng : 73;  997 Số lượng : 94;  998 Số lượng : 88;  770 Số lượng : 21; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 20:27:08 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 13;  999 Số lượng : 72;  998 Số lượng : 105;  1001 Số lượng : 85;  1002 Số lượng : 78;  770 Số lượng : 25;  997 Số lượng : 67;  996 Số lượng : 85;  1000 Số lượng : 78; ] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 20:27:08 || Item chuyển : [ 907 Số lượng : 13;  999 Số lượng : 72;  998 Số lượng : 105;  1001 Số lượng : 85;  1002 Số lượng : 78;  770 Số lượng : 25;  997 Số lượng : 67;  996 Số lượng : 85;  1000 Số lượng : 78; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : zzzzzzz giao dịch với xxxxxx || Time : 2022-11-06 21:20:51 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 770 Số lượng : 1463;  907 Số lượng : 662; ] Xu nhận :0

Name : xxxxxx giao dịch với zzzzzzz || Time : 2022-11-06 21:20:51 || Item chuyển : [ 770 Số lượng : 1463;  907 Số lượng : 662; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson1 giao dịch với zzzzzzz || Time : 2022-11-06 21:23:17 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 770 Số lượng : 3000;  907 Số lượng : 1341; ] Xu nhận :0

Name : zzzzzzz giao dịch với langson1 || Time : 2022-11-06 21:23:17 || Item chuyển : [ 770 Số lượng : 3000;  907 Số lượng : 1341; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kiyoshi giao dịch với topsever || Time : 2022-11-06 21:49:34 || Item chuyển : [647 Số lượng : 4774;907 Số lượng : 421;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : topsever giao dịch với kiyoshi || Time : 2022-11-06 21:49:34 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[647 Số lượng : 4774;907 Số lượng : 421;] Xu nhận :0

Name : topsever giao dịch với l3oy81love || Time : 2022-11-06 22:03:46 || Item chuyển : [647 Số lượng : 6514;907 Số lượng : 1567;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l3oy81love giao dịch với topsever || Time : 2022-11-06 22:03:46 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[647 Số lượng : 6514;907 Số lượng : 1567;] Xu nhận :0

Name : hellokittyz giao dịch với hahahah || Time : 2022-11-06 22:28:07 || Item chuyển : [1014 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hahahah giao dịch với hellokittyz || Time : 2022-11-06 22:28:07 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[1014 Số lượng : 1;] Xu nhận :0

Name : langson1 giao dịch với xxxxxx || Time : 2022-11-06 22:29:24 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 647 Số lượng : 1391; ] Xu nhận :0

Name : xxxxxx giao dịch với langson1 || Time : 2022-11-06 22:29:24 || Item chuyển : [ 647 Số lượng : 1391; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson1 giao dịch với zzzzzzz || Time : 2022-11-06 22:30:56 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 647 Số lượng : 1388; ] Xu nhận :0

Name : zzzzzzz giao dịch với langson1 || Time : 2022-11-06 22:30:56 || Item chuyển : [ 647 Số lượng : 1388; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson1 giao dịch với langson || Time : 2022-11-06 22:34:14 || Item chuyển : [907 Số lượng : 1590;770 Số lượng : 3560;647 Số lượng : 4178;454 Số lượng : 172;575 Số lượng : 487;987 Số lượng : 333;638 Số lượng : 328;641 Số lượng : 294;574 Số lượng : 497;642 Số lượng : 306;545 Số lượng : 272;639 Số lượng : 310;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với langson1 || Time : 2022-11-06 22:34:14 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 1590;770 Số lượng : 3560;647 Số lượng : 4178;454 Số lượng : 172;575 Số lượng : 487;987 Số lượng : 333;638 Số lượng : 328;641 Số lượng : 294;574 Số lượng : 497;642 Số lượng : 306;545 Số lượng : 272;639 Số lượng : 310;] Xu nhận :0

Name : adadad giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 22:39:14 || Item chuyển : [646 Số lượng : 400;646 Số lượng : 500;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : THÁI ĐẸP TRAI giao dịch với adadad || Time : 2022-11-06 22:39:14 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[646 Số lượng : 400;646 Số lượng : 500;] Xu nhận :0

Name : THÁI ĐẸP TRAI giao dịch với twtwtw || Time : 2022-11-06 23:06:15 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 646 Số lượng : 800; ] Xu nhận :0

Name : twtwtw giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 23:06:15 || Item chuyển : [ 646 Số lượng : 800; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hahahahs giao dịch với hellokittyz || Time : 2022-11-06 23:08:46 || Item chuyển : [639 Số lượng : 1956;907 Số lượng : 1823;987 Số lượng : 1938;638 Số lượng : 1942;770 Số lượng : 2456;642 Số lượng : 1918;641 Số lượng : 2020;769 Số lượng : 3061;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hellokittyz giao dịch với hahahahs || Time : 2022-11-06 23:08:46 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[639 Số lượng : 1956;907 Số lượng : 1823;987 Số lượng : 1938;638 Số lượng : 1942;770 Số lượng : 2456;642 Số lượng : 1918;641 Số lượng : 2020;769 Số lượng : 3061;] Xu nhận :0

Name : hahahah giao dịch với hellokittyz || Time : 2022-11-06 23:09:42 || Item chuyển : [770 Số lượng : 2815;642 Số lượng : 1551;769 Số lượng : 2718;641 Số lượng : 1559;907 Số lượng : 1222;639 Số lượng : 1503;638 Số lượng : 1485;987 Số lượng : 2057;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hellokittyz giao dịch với hahahah || Time : 2022-11-06 23:09:42 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 2815;642 Số lượng : 1551;769 Số lượng : 2718;641 Số lượng : 1559;907 Số lượng : 1222;639 Số lượng : 1503;638 Số lượng : 1485;987 Số lượng : 2057;] Xu nhận :0

Name : thanksst giao dịch với hellokittyz || Time : 2022-11-06 23:10:47 || Item chuyển : [770 Số lượng : 3537;907 Số lượng : 2315;641 Số lượng : 2676;987 Số lượng : 2681;642 Số lượng : 2769;639 Số lượng : 2782;769 Số lượng : 5500;638 Số lượng : 2710;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hellokittyz giao dịch với thanksst || Time : 2022-11-06 23:10:47 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 3537;907 Số lượng : 2315;641 Số lượng : 2676;987 Số lượng : 2681;642 Số lượng : 2769;639 Số lượng : 2782;769 Số lượng : 5500;638 Số lượng : 2710;] Xu nhận :0

Name : adadad giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 23:15:07 || Item chuyển : [907 Số lượng : 649;770 Số lượng : 1514;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : THÁI ĐẸP TRAI giao dịch với adadad || Time : 2022-11-06 23:15:07 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 649;770 Số lượng : 1514;] Xu nhận :0

Name : gjgjgj giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 23:16:07 || Item chuyển : [907 Số lượng : 495;770 Số lượng : 1174;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : THÁI ĐẸP TRAI giao dịch với gjgjgj || Time : 2022-11-06 23:16:07 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 495;770 Số lượng : 1174;] Xu nhận :0

Name : mpmpmqp giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 23:16:49 || Item chuyển : [907 Số lượng : 612;770 Số lượng : 1297;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : THÁI ĐẸP TRAI giao dịch với mpmpmqp || Time : 2022-11-06 23:16:49 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 612;770 Số lượng : 1297;] Xu nhận :0

Name : twtwtw giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 23:17:21 || Item chuyển : [907 Số lượng : 691;770 Số lượng : 1539;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : THÁI ĐẸP TRAI giao dịch với twtwtw || Time : 2022-11-06 23:17:21 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 691;770 Số lượng : 1539;] Xu nhận :0
