
 Name : shimitsu đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 59 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 58 và 1|| Thời gian tách : 2022-08-07 00:01:39

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 148 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 147 và 1|| Thời gian tách : 2022-08-07 09:35:24

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 147 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 146 và 1|| Thời gian tách : 2022-08-07 09:35:25

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 146 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 145 và 1|| Thời gian tách : 2022-08-07 09:35:27

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 145 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 144 và 1|| Thời gian tách : 2022-08-07 09:35:28

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 144 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 143 và 1|| Thời gian tách : 2022-08-07 09:35:30

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 143 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 142 và 1|| Thời gian tách : 2022-08-07 09:35:33

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 142 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 141 và 1|| Thời gian tách : 2022-08-07 09:35:36

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 141 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 140 và 1|| Thời gian tách : 2022-08-07 09:36:01

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 140 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 139 và 1|| Thời gian tách : 2022-08-07 09:36:03

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 139 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 138 và 1|| Thời gian tách : 2022-08-07 09:36:05

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 138 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 137 và 1|| Thời gian tách : 2022-08-07 09:36:06

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 137 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 136 và 1|| Thời gian tách : 2022-08-07 09:36:08

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 136 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 135 và 1|| Thời gian tách : 2022-08-07 09:36:09

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 135 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 134 và 1|| Thời gian tách : 2022-08-07 09:36:11

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 134 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 133 và 1|| Thời gian tách : 2022-08-07 09:36:13

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 133 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 132 và 1|| Thời gian tách : 2022-08-07 09:36:14

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 132 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 131 và 1|| Thời gian tách : 2022-08-07 09:36:16

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 131 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 130 và 1|| Thời gian tách : 2022-08-07 09:36:20

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 130 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 129 và 1|| Thời gian tách : 2022-08-07 09:36:24

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 129 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 128 và 1|| Thời gian tách : 2022-08-07 09:36:26

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 128 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 127 và 1|| Thời gian tách : 2022-08-07 09:36:28

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 127 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 126 và 1|| Thời gian tách : 2022-08-07 09:36:29

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 126 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 125 và 1|| Thời gian tách : 2022-08-07 09:36:31

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 125 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 124 và 1|| Thời gian tách : 2022-08-07 09:36:32

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 124 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 123 và 1|| Thời gian tách : 2022-08-07 09:36:34

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 123 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 122 và 1|| Thời gian tách : 2022-08-07 09:36:35

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 122 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 121 và 1|| Thời gian tách : 2022-08-07 09:36:37

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 121 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 120 và 1|| Thời gian tách : 2022-08-07 09:36:41

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 120 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 119 và 1|| Thời gian tách : 2022-08-07 09:36:43

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 119 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 118 và 1|| Thời gian tách : 2022-08-07 09:36:44

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 118 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 117 và 1|| Thời gian tách : 2022-08-07 09:36:47

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 117 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 116 và 1|| Thời gian tách : 2022-08-07 09:36:50

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 116 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 115 và 1|| Thời gian tách : 2022-08-07 09:36:51

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 115 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 114 và 1|| Thời gian tách : 2022-08-07 09:36:53

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 114 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 113 và 1|| Thời gian tách : 2022-08-07 09:36:54

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 113 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 112 và 1|| Thời gian tách : 2022-08-07 09:36:57

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 112 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 111 và 1|| Thời gian tách : 2022-08-07 09:36:59

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 111 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 110 và 1|| Thời gian tách : 2022-08-07 09:37:01

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 110 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 109 và 1|| Thời gian tách : 2022-08-07 09:37:03

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 109 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 108 và 1|| Thời gian tách : 2022-08-07 09:37:07

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 108 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 107 và 1|| Thời gian tách : 2022-08-07 09:37:10

 Name : kkkookkk6 đã tách vật phẩm || Vật phẩm tách: 38 || Số lượng vật phẩm ban đầu 517 || Số lượng tách: 500 || Số lượng vật phẩm sau khi tách: 17 và 500|| Thời gian tách : 2022-08-07 09:38:19

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 108 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 107 và 1|| Thời gian tách : 2022-08-07 09:39:28

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 107 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 105 và 2|| Thời gian tách : 2022-08-07 09:39:34

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 105 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 104 và 1|| Thời gian tách : 2022-08-07 09:39:36

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 104 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 103 và 1|| Thời gian tách : 2022-08-07 09:39:39

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 103 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 102 và 1|| Thời gian tách : 2022-08-07 09:39:42

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 102 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 101 và 1|| Thời gian tách : 2022-08-07 09:39:46

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 101 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 100 và 1|| Thời gian tách : 2022-08-07 09:39:53

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 100 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 99 và 1|| Thời gian tách : 2022-08-07 09:39:56

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 99 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 98 và 1|| Thời gian tách : 2022-08-07 09:40:36

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 98 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 97 và 1|| Thời gian tách : 2022-08-07 09:40:57

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 97 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 96 và 1|| Thời gian tách : 2022-08-07 09:40:59

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 96 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 95 và 1|| Thời gian tách : 2022-08-07 09:41:01

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 95 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 94 và 1|| Thời gian tách : 2022-08-07 09:41:03

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 94 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 93 và 1|| Thời gian tách : 2022-08-07 09:41:05

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 93 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 92 và 1|| Thời gian tách : 2022-08-07 09:41:07

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 92 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 91 và 1|| Thời gian tách : 2022-08-07 09:41:08

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 91 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 90 và 1|| Thời gian tách : 2022-08-07 09:41:11

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 90 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 89 và 1|| Thời gian tách : 2022-08-07 09:41:13

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 89 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 88 và 1|| Thời gian tách : 2022-08-07 09:41:14

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 88 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 87 và 1|| Thời gian tách : 2022-08-07 09:41:16

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 87 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 86 và 1|| Thời gian tách : 2022-08-07 09:41:18

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 86 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 85 và 1|| Thời gian tách : 2022-08-07 09:41:22

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 85 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 84 và 1|| Thời gian tách : 2022-08-07 09:41:25

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 84 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 83 và 1|| Thời gian tách : 2022-08-07 09:41:27

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 83 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 82 và 1|| Thời gian tách : 2022-08-07 09:41:31

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 82 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 81 và 1|| Thời gian tách : 2022-08-07 09:41:33

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 81 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 80 và 1|| Thời gian tách : 2022-08-07 09:41:35

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 80 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 79 và 1|| Thời gian tách : 2022-08-07 09:41:43

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 79 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 78 và 1|| Thời gian tách : 2022-08-07 09:41:47

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 78 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 77 và 1|| Thời gian tách : 2022-08-07 09:41:51

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 77 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 76 và 1|| Thời gian tách : 2022-08-07 09:41:53

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 76 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 75 và 1|| Thời gian tách : 2022-08-07 09:41:54

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 75 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 74 và 1|| Thời gian tách : 2022-08-07 09:41:56

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 74 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 73 và 1|| Thời gian tách : 2022-08-07 09:41:58

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 73 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 72 và 1|| Thời gian tách : 2022-08-07 09:42:00

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 72 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 71 và 1|| Thời gian tách : 2022-08-07 09:42:04

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 71 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 70 và 1|| Thời gian tách : 2022-08-07 09:42:06

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 70 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 69 và 1|| Thời gian tách : 2022-08-07 09:42:07

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 69 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 68 và 1|| Thời gian tách : 2022-08-07 09:42:09

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 68 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 67 và 1|| Thời gian tách : 2022-08-07 09:42:11

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 67 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 66 và 1|| Thời gian tách : 2022-08-07 09:42:14

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 66 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 65 và 1|| Thời gian tách : 2022-08-07 09:42:17

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 65 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 64 và 1|| Thời gian tách : 2022-08-07 09:42:21

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 64 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 63 và 1|| Thời gian tách : 2022-08-07 09:42:23

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 63 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 62 và 1|| Thời gian tách : 2022-08-07 09:42:25

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 62 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 61 và 1|| Thời gian tách : 2022-08-07 09:42:27

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 61 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 60 và 1|| Thời gian tách : 2022-08-07 09:42:28

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 60 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 59 và 1|| Thời gian tách : 2022-08-07 09:42:30

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 64 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 63 và 1|| Thời gian tách : 2022-08-07 09:42:33

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 63 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 62 và 1|| Thời gian tách : 2022-08-07 09:42:36

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 62 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 61 và 1|| Thời gian tách : 2022-08-07 09:42:39

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 61 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 60 và 1|| Thời gian tách : 2022-08-07 09:42:42

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 60 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 59 và 1|| Thời gian tách : 2022-08-07 09:42:45

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 59 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 58 và 1|| Thời gian tách : 2022-08-07 09:42:48

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 58 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 57 và 1|| Thời gian tách : 2022-08-07 09:42:52

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 57 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 56 và 1|| Thời gian tách : 2022-08-07 09:42:55

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 56 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 55 và 1|| Thời gian tách : 2022-08-07 09:43:00

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 55 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 54 và 1|| Thời gian tách : 2022-08-07 09:43:04

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 54 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 53 và 1|| Thời gian tách : 2022-08-07 09:43:09

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 90 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 89 và 1|| Thời gian tách : 2022-08-07 09:43:12

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 53 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 52 và 1|| Thời gian tách : 2022-08-07 09:43:12

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 89 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 88 và 1|| Thời gian tách : 2022-08-07 09:43:15

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 52 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 51 và 1|| Thời gian tách : 2022-08-07 09:43:16

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 51 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 50 và 1|| Thời gian tách : 2022-08-07 09:43:19

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 88 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 87 và 1|| Thời gian tách : 2022-08-07 09:43:21

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 50 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 49 và 1|| Thời gian tách : 2022-08-07 09:43:25

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 87 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 77 và 10|| Thời gian tách : 2022-08-07 09:43:27

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 77 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 67 và 10|| Thời gian tách : 2022-08-07 09:43:30

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 67 || Số lượng tách: 18 || Số lượng vật phẩm sau khi tách: 49 và 18|| Thời gian tách : 2022-08-07 09:43:33

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 49 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 48 và 1|| Thời gian tách : 2022-08-07 09:43:33

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 18 || Số lượng tách: 8 || Số lượng vật phẩm sau khi tách: 10 và 8|| Thời gian tách : 2022-08-07 09:43:36

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 49 || Số lượng tách: 9 || Số lượng vật phẩm sau khi tách: 40 và 9|| Thời gian tách : 2022-08-07 09:43:41

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 40 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 30 và 10|| Thời gian tách : 2022-08-07 09:43:50

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 30 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 20 và 10|| Thời gian tách : 2022-08-07 09:43:54

 Name : trumtieu đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 20 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 10 và 10|| Thời gian tách : 2022-08-07 09:43:57

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 48 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 47 và 1|| Thời gian tách : 2022-08-07 09:43:59

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 47 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 46 và 1|| Thời gian tách : 2022-08-07 09:44:06

 Name : duy12349 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 46 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 45 và 1|| Thời gian tách : 2022-08-07 09:44:11

